,Gender,Education_Level,Location,Proximity_to_Beaches,Favorite_Season,Environmental_Concerns,Class
4977,3,2,3,215,1,1,1
4978,1,3,3,204,1,1,1
4979,3,1,2,289,3,1,1
4980,1,1,3,193,4,0,1
4981,1,1,3,203,1,1,1
4982,3,1,3,179,2,1,1
4983,1,2,1,294,4,1,1
4984,2,2,2,266,3,0,1
4985,2,1,2,135,1,1,1
4986,2,2,1,274,1,1,1
4987,1,1,1,258,4,0,0
4988,2,4,2,253,4,0,1
4989,2,1,3,189,1,0,0
4990,3,4,2,33,2,1,0
4991,1,3,3,252,4,0,1
4992,2,1,3,102,2,1,0
4993,3,4,1,285,4,1,0
4994,2,1,1,177,3,0,1
4995,1,3,2,209,4,0,0
4996,1,2,3,198,4,0,0
4997,1,3,2,95,4,0,0
4998,3,2,1,288,1,0,1
4999,3,2,3,162,1,0,1
5000,3,4,1,190,2,1,1
5001,2,1,2,166,2,0,1
5002,1,4,2,280,2,1,1
5003,3,3,1,190,2,1,0
5004,2,3,2,120,2,1,0
5005,2,1,1,46,4,1,0
5006,1,4,3,16,1,0,0
5007,2,4,2,294,1,1,1
5008,2,1,1,255,3,0,1
5009,3,4,1,283,3,0,1
5010,2,3,3,257,3,0,1
5011,2,4,1,288,1,1,1
5012,1,3,3,192,4,0,1
5013,2,1,1,163,2,1,0
5014,2,3,1,290,1,1,0
5015,3,1,2,57,4,1,1
5016,3,2,1,278,4,0,1
5017,2,3,3,198,2,1,1
5018,1,2,2,257,4,1,0
5019,2,4,2,196,3,0,1
5020,3,4,1,141,3,0,0
5021,2,2,2,258,1,1,1
5022,2,3,2,21,4,1,0
5023,3,4,1,84,2,0,0
5024,3,4,2,220,2,1,1
5025,3,4,2,88,4,1,0
5026,1,1,1,245,4,0,1
5027,3,1,3,145,4,1,0
5028,2,4,3,206,2,1,1
5029,1,1,1,230,4,1,0
5030,3,2,2,187,2,1,1
5031,3,4,2,176,4,1,1
5032,1,4,3,3,4,1,0
5033,3,4,1,90,3,1,0
5034,3,3,2,74,4,0,0
5035,2,3,3,224,3,0,0
5036,3,2,2,273,3,0,1
5037,3,3,2,71,2,1,1
5038,2,3,1,193,2,0,0
5039,3,2,2,157,2,0,0
5040,3,3,2,99,4,1,0
5041,3,3,2,292,1,1,1
5042,2,1,1,237,2,1,1
5043,1,2,1,126,3,0,0
5044,1,3,1,148,2,0,0
5045,3,1,1,69,3,0,1
5046,2,2,1,32,4,1,1
5047,1,3,1,296,1,0,1
5048,1,3,2,84,1,1,1
5049,2,1,2,53,1,1,0
5050,1,1,3,201,3,0,1
5051,2,4,3,181,3,1,1
5052,3,3,1,121,1,1,1
5053,1,3,2,146,2,1,1
5054,1,3,3,82,3,1,0
5055,2,2,3,71,1,0,1
5056,2,4,2,205,1,0,0
5057,3,1,1,69,2,1,1
5058,2,1,1,229,3,0,0
5059,1,1,1,249,4,0,1
5060,3,4,3,103,4,0,0
5061,1,3,1,191,1,1,1
5062,2,3,2,296,2,1,1
5063,1,2,2,153,3,1,1
5064,2,1,1,182,1,0,0
5065,1,4,1,69,1,0,0
5066,3,4,1,75,1,1,0
5067,2,2,3,66,4,0,0
5068,2,1,2,93,1,0,0
5069,2,4,1,32,3,0,0
5070,1,1,2,217,4,1,1
5071,2,1,3,154,4,1,1
5072,2,4,2,231,4,1,0
5073,1,1,3,232,3,1,1
5074,2,3,3,260,3,1,1
5075,3,1,3,201,4,0,1
5076,3,1,2,208,2,0,0
5077,3,2,1,75,4,1,0
5078,3,3,3,255,4,1,1
5079,3,3,1,191,1,0,1
5080,2,2,3,51,3,1,1
5081,3,3,2,154,4,0,1
5082,1,3,1,165,3,1,1
5083,3,3,2,21,1,0,0
5084,2,1,3,297,3,0,1
5085,1,3,1,192,4,1,1
5086,3,4,2,261,1,0,1
5087,2,2,2,86,2,0,1
5088,2,4,3,178,2,1,0
5089,1,4,3,277,3,0,1
5090,3,1,1,190,2,0,1
5091,2,2,2,264,1,1,1
5092,2,2,1,98,2,1,0
5093,2,3,3,273,2,1,1
5094,3,3,2,115,3,0,1
5095,1,3,2,100,3,0,0
5096,1,1,1,173,2,1,1
5097,1,2,3,108,4,0,0
5098,3,4,3,231,1,1,0
5099,1,2,3,180,2,0,1
5100,2,1,2,17,2,1,1
5101,2,3,3,95,3,0,0
5102,2,1,1,231,4,0,1
5103,2,2,2,131,4,1,1
5104,2,1,3,51,4,0,0
5105,3,3,3,244,4,0,1
5106,3,2,1,199,2,0,0
5107,2,4,2,37,3,0,0
5108,3,3,3,283,2,1,0
5109,2,1,3,152,4,1,1
5110,3,1,2,83,4,1,1
5111,1,1,1,97,4,0,0
5112,3,3,3,258,3,0,1
5113,2,2,3,250,3,0,1
5114,1,4,2,269,4,0,0
5115,1,1,2,299,1,0,1
5116,1,3,3,217,1,0,0
5117,1,1,3,255,2,0,0
5118,3,2,2,52,3,1,1
5119,3,1,2,189,2,0,0
5120,1,3,2,227,1,1,1
5121,2,1,3,71,1,1,1
5122,3,1,2,92,4,1,0
5123,3,1,3,29,2,0,1
5124,3,3,1,286,4,1,1
5125,2,1,3,195,4,0,1
5126,1,4,3,56,1,1,0
5127,2,3,2,265,4,0,0
5128,2,1,1,4,1,0,0
5129,1,4,1,163,1,0,1
5130,2,3,3,293,3,1,1
5131,2,4,1,55,2,0,1
5132,1,3,2,198,4,0,0
5133,1,1,1,218,3,1,0
5134,2,4,2,264,2,0,1
5135,2,1,1,1,3,1,0
5136,2,2,2,260,3,0,0
5137,3,3,3,134,2,1,0
5138,1,1,1,96,2,0,0
5139,2,4,1,271,1,0,0
5140,3,4,1,157,4,0,1
5141,2,3,3,155,4,0,1
5142,2,1,1,242,3,0,1
5143,3,2,1,22,4,0,0
5144,1,2,3,230,4,0,0
5145,1,2,1,248,2,1,0
5146,1,4,1,101,3,1,0
5147,2,3,3,217,3,0,1
5148,2,2,3,293,1,1,0
5149,3,1,3,216,2,1,1
5150,3,1,2,182,2,1,0
5151,3,4,3,93,1,1,0
5152,2,2,1,240,1,1,1
5153,2,4,1,138,3,0,0
5154,3,3,3,118,3,1,1
5155,2,3,3,129,4,1,1
5156,1,2,2,164,3,0,1
5157,3,3,1,260,2,1,1
5158,3,1,3,231,1,1,1
5159,2,3,1,56,1,1,0
5160,1,3,3,155,4,1,1
5161,3,2,1,290,4,1,0
5162,2,2,2,71,1,1,0
5163,3,1,3,98,1,1,0
5164,2,4,3,89,1,1,0
5165,3,2,3,119,3,0,1
5166,1,1,2,18,3,1,0
5167,1,1,3,106,1,0,1
5168,1,4,1,296,1,1,1
5169,3,2,3,127,2,0,1
5170,3,1,2,159,1,1,1
5171,1,3,3,220,4,1,1
5172,3,4,3,184,2,1,0
5173,2,3,3,95,2,0,0
5174,1,4,3,299,1,1,1
5175,2,1,1,225,3,0,1
5176,2,3,1,89,4,0,0
5177,2,2,2,149,4,1,0
5178,3,4,3,58,4,1,0
5179,1,1,2,47,3,1,0
5180,1,2,3,14,1,0,0
5181,1,1,2,162,2,0,0
5182,2,3,3,163,4,1,1
5183,2,3,1,257,2,0,1
5184,1,4,1,73,1,0,0
5185,2,1,1,260,4,0,1
5186,3,1,2,213,3,0,0
5187,3,3,3,112,2,0,1
5188,3,2,1,27,1,0,0
5189,2,4,1,193,1,1,1
5190,1,2,3,271,4,1,1
5191,1,4,2,229,3,1,1
5192,2,2,1,64,2,1,0
5193,2,4,3,207,2,0,1
5194,1,3,2,215,4,1,0
5195,2,3,3,278,3,1,1
5196,1,4,1,96,1,1,1
5197,3,2,3,279,1,1,0
5198,2,2,1,6,1,0,0
5199,1,1,3,199,4,1,0
5200,1,2,2,193,2,1,0
5201,2,3,2,235,2,1,0
5202,1,3,3,287,4,0,1
5203,2,4,1,94,3,0,0
5204,3,3,1,109,2,0,0
5205,2,2,1,267,4,0,0
5206,1,4,2,106,2,0,1
5207,2,2,1,42,3,1,0
5208,3,3,2,97,2,1,1
5209,1,1,2,125,3,1,0
5210,2,3,3,156,1,1,1
5211,2,2,2,205,1,0,1
5212,1,1,3,8,4,1,0
5213,2,3,2,33,2,0,0
5214,2,4,2,267,1,1,0
5215,3,1,2,112,4,0,0
5216,2,1,2,258,2,1,0
5217,1,3,2,238,3,1,0
5218,2,3,1,12,4,1,0
5219,2,2,2,20,4,1,1
5220,2,1,3,218,4,1,1
5221,3,3,3,4,1,0,0
5222,1,4,2,172,1,1,1
5223,1,4,2,126,4,0,1
5224,3,1,1,219,3,1,1
5225,1,1,3,161,3,0,0
5226,2,3,3,147,4,1,1
5227,2,2,3,79,3,0,0
5228,2,1,1,193,3,0,1
5229,1,1,3,124,2,1,0
5230,3,2,1,195,1,0,0
5231,1,2,3,256,3,0,1
5232,2,2,1,116,4,1,0
5233,3,2,2,283,3,0,0
5234,2,1,1,112,1,1,1
5235,1,4,2,185,4,0,0
5236,3,3,1,259,3,1,1
5237,3,4,2,192,4,0,0
5238,3,4,2,160,2,1,0
5239,2,1,3,288,1,1,1
5240,3,4,1,263,4,1,1
5241,1,1,2,146,4,0,1
5242,3,3,2,153,4,1,1
5243,2,4,3,32,3,1,0
5244,1,4,1,168,4,1,0
5245,2,2,2,267,1,0,1
5246,3,2,1,134,3,0,1
5247,2,4,1,291,2,0,0
5248,1,1,1,184,4,0,1
5249,2,2,3,161,2,0,1
5250,1,3,2,241,1,0,1
5251,2,2,1,153,1,1,0
5252,2,1,2,222,2,1,1
5253,3,3,1,294,4,1,1
5254,3,1,2,106,4,1,0
5255,3,4,2,34,4,1,0
5256,2,3,3,87,1,1,0
5257,1,1,2,193,4,0,1
5258,1,2,2,174,4,1,0
5259,3,1,1,32,1,1,0
5260,1,1,1,292,1,0,1
5261,2,1,1,184,3,0,0
5262,1,3,1,61,3,1,0
5263,2,4,1,88,1,0,1
5264,3,1,1,144,2,1,0
5265,3,3,2,275,1,1,1
5266,3,3,2,276,3,1,1
5267,2,4,3,299,3,1,1
5268,2,1,1,250,1,1,1
5269,3,4,2,252,3,1,0
5270,2,4,3,134,4,0,0
5271,3,1,1,185,1,0,1
5272,3,3,3,263,3,1,1
5273,2,1,1,172,2,1,0
5274,1,4,2,250,4,0,1
5275,2,1,1,267,1,1,1
5276,2,3,1,55,1,1,0
5277,1,1,1,85,3,0,0
5278,3,4,1,145,1,1,0
5279,1,1,3,232,3,0,0
5280,3,3,2,38,3,0,0
5281,1,1,1,288,2,0,1
5282,1,2,2,203,1,1,1
5283,1,1,1,115,2,1,0
5284,3,1,1,232,4,0,0
5285,1,4,3,184,2,1,1
5286,2,3,3,184,1,1,0
5287,1,2,1,63,4,0,0
5288,2,3,3,290,3,1,0
5289,3,3,1,197,1,0,1
5290,3,2,2,133,4,0,1
5291,2,4,2,53,2,0,1
5292,2,1,2,291,1,0,1
5293,2,4,2,183,1,1,1
5294,2,4,2,85,2,1,0
5295,3,2,3,291,1,1,1
5296,3,4,2,123,3,1,0
5297,1,4,1,275,4,1,0
5298,2,2,1,101,1,0,1
5299,3,2,3,146,1,1,1
5300,2,2,3,199,1,1,1
5301,3,4,2,27,2,0,0
5302,3,1,3,139,1,1,1
5303,1,4,3,297,4,1,0
5304,1,4,1,238,1,1,0
5305,1,3,1,139,4,0,0
5306,3,2,1,133,4,1,0
5307,1,1,3,135,2,0,0
5308,2,2,3,274,1,0,1
5309,1,4,1,202,4,0,1
5310,1,2,3,174,1,0,1
5311,2,3,3,77,2,0,0
5312,1,3,2,200,2,0,0
5313,1,3,3,270,4,1,1
5314,2,4,1,230,1,0,0
5315,2,1,3,226,1,1,0
5316,3,3,3,92,3,0,1
5317,2,3,3,281,1,0,0
5318,1,4,1,136,1,0,1
5319,2,2,3,182,2,0,0
5320,2,3,1,205,2,0,1
5321,2,2,2,95,3,1,1
5322,3,2,3,296,4,1,1
5323,1,4,1,49,1,0,0
5324,3,2,2,243,2,0,1
5325,3,2,2,116,3,0,1
5326,1,3,1,276,3,0,0
5327,2,1,2,56,1,1,0
5328,3,3,1,96,1,1,1
5329,3,4,2,233,3,0,0
5330,2,1,2,194,3,1,0
5331,2,2,3,211,3,1,0
5332,2,3,3,232,1,0,0
5333,2,4,2,257,2,0,1
5334,1,2,2,77,1,1,0
5335,3,1,3,48,2,0,1
5336,2,1,1,257,1,0,0
5337,2,3,1,45,3,0,0
5338,3,2,1,143,2,1,0
5339,3,2,2,211,2,0,1
5340,1,4,1,78,2,1,0
5341,2,1,3,193,4,1,0
5342,3,3,1,247,3,0,0
5343,2,4,1,219,3,0,1
5344,3,4,3,1,4,0,0
5345,1,1,3,28,4,1,0
5346,1,1,1,149,1,1,1
5347,1,3,1,167,3,0,1
5348,2,4,2,84,4,0,0
5349,3,4,1,144,4,0,0
5350,1,2,2,170,1,0,1
5351,1,2,3,268,2,0,1
5352,3,2,3,63,2,1,0
5353,2,3,3,119,1,1,1
5354,2,1,2,166,1,0,1
5355,3,2,1,139,2,1,1
5356,3,2,3,103,1,1,0
5357,1,4,1,262,1,1,1
5358,1,2,3,33,4,0,0
5359,3,1,3,173,3,0,1
5360,2,3,1,151,1,1,1
5361,3,4,1,292,3,1,1
5362,3,2,1,199,4,0,0
5363,3,4,1,170,2,1,1
5364,2,3,1,31,4,0,0
5365,3,3,2,272,4,0,0
5366,2,3,3,128,2,1,0
5367,1,2,1,298,1,0,0
5368,1,4,1,120,2,0,0
5369,1,1,1,201,4,0,0
5370,1,2,1,7,2,1,0
5371,3,2,1,251,4,0,0
5372,1,2,1,189,2,0,0
5373,2,1,1,155,3,1,1
5374,2,3,3,101,4,0,0
5375,1,4,3,241,3,1,1
5376,3,1,1,243,4,0,0
5377,3,1,2,263,3,0,1
5378,2,2,3,261,3,0,1
5379,1,3,1,167,3,1,0
5380,1,1,1,194,2,1,0
5381,1,1,2,179,4,1,1
5382,1,4,2,201,4,1,1
5383,3,4,1,216,4,0,1
5384,2,4,3,38,4,1,0
5385,3,4,2,267,4,0,1
5386,3,1,3,266,4,1,1
5387,1,4,1,224,1,0,1
5388,1,1,1,15,4,0,0
5389,1,1,2,179,1,1,1
5390,3,3,2,62,3,1,1
5391,2,1,3,16,2,1,0
5392,2,4,2,125,2,0,1
5393,3,2,2,272,1,0,0
5394,2,1,2,144,2,1,1
5395,1,1,2,200,3,0,1
5396,3,4,1,275,4,1,1
5397,3,1,1,124,2,1,1
5398,3,3,2,266,4,0,1
5399,3,4,3,11,2,1,0
5400,2,2,2,261,3,1,1
5401,2,1,1,22,1,0,0
5402,2,4,2,69,2,0,0
5403,3,2,2,213,2,1,1
5404,1,2,1,232,3,1,1
5405,1,1,2,87,2,0,0
5406,2,1,3,283,4,0,0
5407,2,1,2,145,3,1,1
5408,2,4,1,40,2,1,0
5409,1,3,3,147,4,1,1
5410,1,1,3,276,2,1,0
5411,2,1,1,153,3,0,0
5412,1,4,3,274,3,0,1
5413,1,4,1,176,3,1,0
5414,3,4,1,265,2,1,0
5415,3,1,2,103,3,1,1
5416,3,4,3,247,3,0,1
5417,2,2,3,262,3,1,1
5418,3,4,2,127,1,1,1
5419,3,2,3,160,2,1,0
5420,1,4,3,6,3,1,0
5421,1,3,3,276,4,1,1
5422,3,1,3,265,1,1,0
5423,2,4,3,164,3,0,0
5424,3,4,2,29,2,1,0
5425,2,2,3,291,4,0,1
5426,2,3,2,105,1,1,0
5427,3,1,3,216,3,0,0
5428,1,1,3,207,2,1,1
5429,1,1,3,210,2,1,1
5430,1,2,3,170,2,1,1
5431,2,4,2,82,4,1,1
5432,2,1,1,197,3,0,0
5433,3,1,3,154,3,0,0
5434,2,2,2,262,2,0,1
5435,3,1,3,151,3,1,0
5436,2,1,2,9,3,1,0
5437,2,3,2,240,4,1,1
5438,1,1,3,217,3,0,0
5439,2,2,2,215,2,0,1
5440,1,4,2,125,2,0,0
5441,3,1,2,164,1,1,0
5442,3,3,3,97,2,1,0
5443,2,3,2,120,4,1,1
5444,3,1,3,296,3,1,1
5445,2,2,1,76,3,1,0
5446,3,4,3,150,1,0,0
5447,3,1,1,212,2,1,0
5448,3,3,2,245,3,1,0
5449,2,2,3,66,4,0,0
5450,1,1,1,44,4,1,1
5451,3,2,1,209,1,1,0
5452,2,2,2,145,2,1,0
5453,1,2,2,69,3,1,1
5454,1,1,1,272,3,0,0
5455,3,3,2,141,2,1,1
5456,3,4,1,246,3,0,1
5457,2,4,2,240,2,1,1
5458,2,4,2,124,3,0,1
5459,1,2,1,199,3,1,0
5460,2,3,2,220,1,0,1
5461,3,1,2,296,1,1,1
5462,2,3,1,298,2,0,0
5463,2,1,3,272,3,1,1
5464,3,2,1,38,4,0,1
5465,2,4,2,83,3,1,0
5466,2,4,1,225,3,0,1
5467,3,4,3,101,4,1,1
5468,1,3,3,223,1,0,0
5469,2,1,1,56,3,0,0
5470,2,3,2,202,4,0,1
5471,1,4,1,250,4,1,1
5472,3,4,3,278,1,1,1
5473,2,3,2,62,2,0,0
5474,1,1,2,286,3,0,1
5475,3,1,2,117,1,1,0
5476,3,3,1,76,2,0,0
5477,3,4,2,221,2,0,1
5478,2,1,1,84,3,0,0
5479,2,4,1,252,4,1,1
5480,1,2,3,176,1,1,1
5481,2,2,2,153,3,0,1
5482,3,2,1,111,1,0,0
5483,2,2,2,216,1,1,0
5484,1,4,2,87,1,0,0
5485,2,3,3,227,4,0,1
5486,3,1,1,191,4,0,0
5487,2,3,2,259,1,0,1
5488,3,2,2,93,4,0,0
5489,3,1,1,152,3,1,0
5490,1,2,2,90,4,0,0
5491,1,4,2,248,2,0,0
5492,3,2,3,253,4,1,1
5493,3,3,1,144,3,0,0
5494,2,1,3,42,3,0,0
5495,1,2,1,194,3,1,1
5496,3,3,2,281,4,0,1
5497,3,1,1,94,4,1,0
5498,3,3,3,79,3,0,0
5499,3,2,2,148,2,0,1
5500,1,2,3,211,4,1,1
5501,1,1,1,29,3,1,0
5502,3,4,3,244,1,0,1
5503,1,1,1,83,3,1,0
5504,1,4,1,176,3,0,1
5505,3,1,3,26,4,1,1
5506,3,2,2,207,4,0,0
5507,2,3,3,27,3,1,0
5508,2,1,1,289,4,0,1
5509,2,2,2,230,2,1,1
5510,1,1,2,253,4,1,1
5511,3,3,1,158,3,0,1
5512,1,4,2,167,1,1,1
5513,2,2,3,182,3,0,0
5514,1,4,3,153,2,0,0
5515,2,1,3,285,2,0,0
5516,2,4,2,146,2,0,1
5517,1,1,2,238,4,0,0
5518,2,2,2,79,1,1,0
5519,1,1,2,111,3,0,0
5520,3,2,3,225,2,0,1
5521,1,3,3,172,4,1,0
5522,1,2,3,174,3,0,1
5523,3,2,2,260,2,0,1
5524,1,3,3,282,1,0,1
5525,1,1,1,159,2,1,0
5526,1,3,1,239,4,0,0
5527,1,4,3,170,4,0,0
5528,2,3,1,202,4,1,0
5529,2,4,2,204,1,1,1
5530,3,2,3,3,2,1,0
5531,2,1,2,114,2,0,0
5532,3,4,1,136,3,1,0
5533,2,2,1,237,3,0,0
5534,3,3,2,91,3,0,0
5535,3,1,3,22,3,1,0
5536,3,2,3,226,4,1,1
5537,3,4,2,167,2,0,0
5538,1,4,3,127,2,0,0
5539,1,1,1,81,3,0,1
5540,3,2,2,225,4,1,0
5541,1,2,3,155,3,1,0
5542,2,1,2,64,2,1,1
5543,1,2,2,247,3,1,1
5544,1,2,3,151,4,1,1
5545,3,4,2,293,1,1,0
5546,3,4,2,166,2,1,0
5547,3,4,3,231,3,0,0
5548,3,2,1,185,1,1,0
5549,3,2,1,132,4,1,0
5550,3,3,1,93,1,1,0
5551,2,4,2,111,2,1,0
5552,1,3,1,264,1,1,1
5553,2,2,2,279,1,0,0
5554,1,1,2,199,3,0,0
5555,2,2,1,225,1,1,1
5556,1,2,1,169,2,1,1
5557,1,2,2,265,1,0,0
5558,3,1,1,235,4,0,1
5559,3,4,1,118,4,0,1
5560,3,1,2,44,2,1,1
5561,3,2,3,138,3,0,1
5562,1,2,3,163,1,0,1
5563,3,2,2,154,1,0,1
5564,1,1,3,69,1,1,1
5565,3,3,3,229,4,0,1
5566,3,4,3,124,2,0,0
5567,2,4,1,224,3,0,0
5568,1,2,2,84,1,1,0
5569,2,4,3,194,4,1,1
5570,3,2,3,230,1,1,1
5571,3,3,3,99,4,0,0
5572,1,2,3,64,1,0,0
5573,2,4,2,279,2,1,0
5574,3,3,3,141,3,0,0
5575,2,3,3,178,3,0,1
5576,3,4,3,241,3,0,0
5577,3,2,1,39,3,1,0
5578,2,3,1,177,3,1,0
5579,3,4,1,247,1,1,1
5580,2,4,1,212,2,1,1
5581,1,2,1,77,4,0,0
5582,2,4,3,8,2,0,0
5583,3,3,2,299,3,0,0
5584,2,3,3,185,4,0,1
5585,2,1,2,1,2,0,0
5586,3,3,2,262,4,0,0
5587,3,2,2,125,2,1,1
5588,2,2,1,39,3,0,1
5589,2,3,1,81,4,0,0
5590,2,1,2,209,3,0,0
5591,2,4,2,86,2,1,0
5592,3,4,3,164,4,0,0
5593,2,4,2,73,3,1,1
5594,3,3,2,265,4,1,1
5595,3,1,3,136,1,1,0
5596,3,2,2,141,4,1,1
5597,3,3,1,54,4,0,0
5598,1,4,3,290,1,1,0
5599,2,4,3,166,4,0,0
5600,2,4,1,238,1,1,1
5601,1,1,3,162,4,0,1
5602,3,4,2,133,3,1,1
5603,3,1,1,138,1,0,0
5604,3,3,1,35,3,0,0
5605,1,1,3,161,3,1,1
5606,1,3,3,286,4,1,1
5607,3,4,1,94,4,1,1
5608,3,3,1,269,1,1,0
5609,2,4,3,67,2,0,0
5610,1,2,3,247,1,1,1
5611,3,1,2,92,3,0,0
5612,2,1,1,54,1,1,0
5613,2,2,1,216,4,1,0
5614,1,1,1,287,1,0,1
5615,2,2,2,186,4,0,1
5616,1,1,3,265,4,0,1
5617,3,3,3,115,1,1,0
5618,1,2,3,165,3,1,1
5619,3,2,1,207,3,0,1
5620,1,4,2,121,1,1,1
5621,2,3,3,176,2,0,0
5622,3,3,2,91,3,0,0
5623,2,4,2,231,3,1,0
5624,2,2,1,122,2,1,1
5625,1,1,3,49,4,1,0
5626,2,2,1,220,1,0,1
5627,1,1,1,221,2,1,1
5628,2,2,2,165,3,1,1
5629,3,2,1,92,3,0,0
5630,1,2,1,278,4,1,1
5631,1,2,2,229,4,1,1
5632,1,4,1,29,4,1,0
5633,3,4,1,80,4,1,0
5634,2,1,1,206,2,1,0
5635,2,1,3,114,4,1,1
5636,2,2,3,250,2,0,1
5637,3,1,2,18,3,0,0
5638,1,1,1,70,2,1,1
5639,2,4,3,282,4,1,1
5640,3,4,1,293,3,1,1
5641,1,4,2,294,3,0,1
5642,3,2,2,60,4,0,0
5643,1,1,1,50,1,1,0
5644,3,3,3,41,4,0,0
5645,1,2,2,134,2,0,1
5646,2,4,2,250,2,0,1
5647,2,4,2,99,2,0,1
5648,3,3,3,255,4,0,1
5649,1,2,1,165,4,1,1
5650,1,4,1,97,4,1,0
5651,1,4,3,168,1,0,1
5652,1,1,3,26,1,1,0
5653,2,3,1,93,1,1,1
5654,3,2,3,111,3,1,0
5655,1,4,2,185,4,1,1
5656,3,4,1,88,3,1,0
5657,3,2,1,20,3,0,0
5658,3,4,1,191,2,0,1
5659,3,3,2,58,1,0,1
5660,2,3,2,100,4,1,0
5661,1,2,3,264,1,1,1
5662,3,3,1,278,3,1,1
5663,2,1,2,205,3,1,1
5664,2,2,2,197,3,1,1
5665,3,3,2,210,2,1,1
5666,2,1,1,295,3,1,0
5667,3,4,2,126,2,0,0
5668,1,2,1,299,1,0,0
5669,2,1,2,59,1,0,0
5670,3,1,3,151,1,1,1
5671,1,4,2,13,4,1,0
5672,3,4,1,125,3,0,0
5673,1,3,2,101,2,0,0
5674,3,2,3,95,4,1,1
5675,2,4,2,32,2,0,0
5676,2,1,2,220,3,1,1
5677,1,4,3,130,1,0,0
5678,1,3,2,147,4,1,1
5679,3,4,2,231,1,1,1
5680,3,4,2,49,4,0,0
5681,1,2,3,246,1,0,1
5682,1,3,2,212,1,1,1
5683,3,4,1,100,1,1,0
5684,1,4,2,153,4,1,0
5685,3,2,1,264,2,1,1
5686,2,2,2,75,1,0,0
5687,2,4,3,215,1,1,1
5688,1,2,1,78,3,0,0
5689,1,1,1,35,1,0,0
5690,1,3,2,130,2,1,0
5691,2,1,1,189,3,1,1
5692,2,1,3,29,1,0,0
5693,3,2,2,265,4,0,0
5694,3,3,2,275,3,0,1
5695,2,1,1,63,3,0,0
5696,2,3,1,207,1,1,0
5697,1,4,3,145,2,1,1
5698,3,3,1,176,3,0,0
5699,1,2,2,245,4,0,1
5700,2,2,2,190,2,1,0
5701,1,4,1,167,1,1,1
5702,3,1,1,125,2,0,0
5703,1,1,2,125,3,0,0
5704,3,2,1,139,2,0,1
5705,3,3,2,105,4,1,0
5706,1,2,2,163,2,1,0
5707,1,1,2,138,2,0,0
5708,1,2,1,138,4,0,1
5709,1,4,2,168,1,0,1
5710,2,2,3,64,4,0,1
5711,2,3,2,69,3,0,0
5712,3,3,2,212,2,0,1
5713,2,3,2,101,1,1,0
5714,3,4,2,107,3,0,1
5715,1,1,2,79,2,0,0
5716,3,3,2,144,4,1,0
5717,2,4,2,156,3,0,1
5718,3,4,1,127,1,1,0
5719,2,4,1,14,3,0,1
5720,1,1,3,214,2,0,0
5721,2,3,3,130,2,0,0
5722,2,4,2,147,2,0,0
5723,2,3,1,273,3,1,1
5724,3,2,1,139,3,0,0
5725,1,4,2,5,3,1,0
5726,2,1,1,289,1,1,1
5727,1,2,1,281,1,0,1
5728,3,2,2,63,2,1,1
5729,2,1,1,120,4,1,0
5730,1,3,2,187,4,0,1
5731,2,3,3,199,3,0,0
5732,3,4,2,74,2,1,0
5733,1,1,3,4,1,0,0
5734,1,4,2,135,3,1,0
5735,3,3,3,125,3,0,0
5736,1,3,1,87,3,0,0
5737,1,4,3,196,3,1,1
5738,1,3,2,89,1,1,0
5739,3,1,2,143,3,1,0
5740,3,4,2,168,4,1,0
5741,3,1,3,248,4,1,1
5742,3,4,2,213,4,1,1
5743,2,2,2,15,1,1,0
5744,2,2,3,54,2,0,0
5745,3,3,1,216,2,1,0
5746,3,2,1,67,2,1,0
5747,3,1,2,195,1,1,1
5748,2,2,3,294,2,0,0
5749,2,1,3,275,4,1,0
5750,2,1,3,203,1,1,1
5751,1,4,2,286,1,0,1
5752,2,1,1,289,1,0,1
5753,3,2,1,204,2,0,1
5754,2,4,2,264,2,0,1
5755,2,3,2,247,4,0,1
5756,2,4,1,282,1,0,1
5757,2,4,3,138,3,0,0
5758,1,1,1,136,4,1,1
5759,3,3,3,144,1,1,0
5760,2,1,1,178,4,1,1
5761,3,2,2,260,3,1,1
5762,1,3,1,46,3,0,1
5763,1,3,2,204,4,1,1
5764,3,3,3,219,1,0,1
5765,2,3,1,111,4,0,1
5766,3,2,2,70,2,0,0
5767,1,3,3,180,3,1,0
5768,3,3,1,126,2,1,1
5769,3,3,1,51,4,1,0
5770,2,1,2,200,1,1,1
5771,1,3,2,203,4,0,0
5772,1,4,2,246,3,0,1
5773,2,1,1,256,1,0,1
5774,1,1,2,152,4,1,1
5775,1,1,2,226,1,1,1
5776,2,4,1,46,2,0,0
5777,3,2,1,223,3,1,1
5778,1,2,1,286,1,1,0
5779,2,1,1,53,1,0,0
5780,1,3,2,15,2,1,0
5781,2,3,3,270,1,0,1
5782,2,4,2,143,3,0,0
5783,1,4,3,4,2,1,0
5784,3,1,3,12,2,1,0
5785,2,1,2,237,1,1,1
5786,3,3,2,92,3,0,1
5787,2,1,1,150,1,0,1
5788,1,1,1,195,1,0,0
5789,3,3,2,1,3,0,0
5790,3,1,1,178,1,0,0
5791,3,4,3,148,2,1,0
5792,2,3,1,267,1,1,1
5793,3,1,2,113,3,0,0
5794,1,4,2,40,4,0,0
5795,2,1,1,90,2,1,0
5796,2,1,2,212,3,0,1
